date,holiday_name,type
2022-02-25,George Rogers Clark Day,State Observance
2022-02-28,Maha Shivaratri,Hindu Holiday
2022-02-28,Linus Pauling Day,Local observance
2022-03-01,Isra and Mi'raj,Muslim
2022-03-01,Zero Discrimination Day,United Nations observance
2022-03-01,Self-Injury Awareness Day,Worldwide observance
2022-03-01,Shrove Tuesday/Mardi Gras,State Holiday
2022-03-01,Shrove Tuesday/Mardi Gras,"Observance, Christian"
2022-03-01,St. David's Day,"Observance, Christian"
2022-03-01,Town Meeting Day,State Holiday
2022-03-01,First Day of Women's History Month,Annual Monthly Observance
2022-03-01,First Day of Irish American Heritage Month,Annual Monthly Observance
2022-03-02,Ash Wednesday,Christian
2022-03-02,Texas Independence Day,State Holiday
2022-03-02,Read Across America Day,Observance
2022-03-03,World Wildlife Day,United Nations observance
2022-03-04,Casimir Pulaski Day,State Observance
2022-03-04,Employee Appreciation Day,Observance
2022-03-07,Casimir Pulaski Day,State Observance
2022-03-08,International Women's Day,United Nations observance
2022-03-10,International Day of Women Judges,United Nations observance
2022-03-10,World Kidney Day,Worldwide observance
2022-03-13,Daylight Saving Time starts,Clock change/Daylight Saving Time
2022-03-17,Purim,Jewish holiday
2022-03-17,St. Patrick's Day,"Observance, Christian"
2022-03-17,Evacuation Day,State Holiday
2022-03-18,Holi,Hindu Holiday
2022-03-20,French Language Day,United Nations observance
2022-03-20,International Day of Happiness,United Nations observance
2022-03-20,March Equinox,Season
2022-03-21,International Day for the Elimination of Racial Discrimination,United Nations observance
2022-03-21,World Poetry Day,United Nations observance
2022-03-21,International Day of Nowruz,United Nations observance
2022-03-21,World Down Syndrome Day,United Nations observance
2022-03-21,International Day of Forests,United Nations observance
2022-03-22,World Water Day,United Nations observance
2022-03-23,World Meteorological Day,United Nations observance
2022-03-24,World Tuberculosis Day,United Nations observance
2022-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,United Nations observance
2022-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,United Nations observance
2022-03-25,International Day of Solidarity with Detained and Missing Staff Members,United Nations observance
2022-03-25,Maryland Day,Local observance
2022-03-25,Prince Jonah Kuhio Kalanianaole Day observed,State Holiday
2022-03-26,Earth Hour,Worldwide observance
2022-03-26,Prince Jonah Kuhio Kalanianaole Day,State Holiday
2022-03-28,Seward's Day,State Holiday
2022-03-29,National Vietnam War Veterans Day,Observance
2022-03-30,Wyoming Veterans Welcome Home Day,State Observance
2022-03-30,Doctors' Day,Observance
2022-03-30,Vietnam Veterans Day,State Observance
2022-03-31,International Transgender Day of Visibility,Worldwide observance
2022-03-31,César Chávez Day,State Holiday
2022-04-01,April Fool's Day,Worldwide observance
2022-04-01,Pascua Florida Day observed,Local observance
2022-04-02,World Autism Awareness Day,United Nations observance
2022-04-02,Pascua Florida Day,Local observance
2022-04-03,Ramadan Starts,Muslim
2022-04-04,United Nations' Mine Awareness Day,United Nations observance
2022-04-05,International Day of Conscience,United Nations observance
2022-04-06,International Day of Sport for Development and Peace,United Nations observance
2022-04-06,National Tartan Day,Observance
2022-04-07,United Nations' World Health Day,United Nations observance
2022-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,United Nations observance
2022-04-10,Palm Sunday,Christian
2022-04-12,International Day of Human Space Flight,United Nations observance
2022-04-12,National Library Workers' Day,Observance
2022-04-13,Thomas Jefferson's Birthday,Observance
2022-04-14,Maundy Thursday,Christian
2022-04-14,World Chagas Disease Day,United Nations observance
2022-04-15,Passover Eve,Jewish holiday
2022-04-15,World Art Day,Worldwide observance
2022-04-15,Good Friday,State Holiday
2022-04-15,Father Damien Day,Local observance
2022-04-15,Emancipation Day observed,State Holiday
2022-04-15,Arbor Day,State Observance
2022-04-15,State Holiday,State Holiday
2022-04-16,Holy Saturday,Christian
2022-04-16,Passover (first day),Jewish holiday
2022-04-16,Emancipation Day,State Holiday
2022-04-17,Easter Sunday,"Observance, Christian"
2022-04-18,International Day for Monuments and Sites,Worldwide observance
2022-04-18,Easter Monday,"Observance, Christian"
2022-04-18,Tax Day,Observance
2022-04-18,Patriots' Day,State Holiday
2022-04-18,Boston Marathon,Sporting event
2022-04-20,Chinese Language Day,United Nations observance
2022-04-21,World Creativity and Innovation Day,United Nations observance
2022-04-21,San Jacinto Day,State Holiday
2022-04-22,Orthodox Good Friday,Orthodox
2022-04-22,Earth Day,United Nations observance
2022-04-22,Oklahoma Day,Local observance
2022-04-23,Last Day of Passover,Jewish holiday
2022-04-23,Orthodox Holy Saturday,Orthodox
2022-04-23,World Book and Copyright Day,United Nations observance
2022-04-23,English Language Day,United Nations observance
2022-04-24,Orthodox Easter,Orthodox
2022-04-24,International Day of Multilateralism and Diplomacy for Peace,United Nations observance
2022-04-25,Orthodox Easter Monday,Orthodox
2022-04-25,International Delegate's Day,United Nations observance
2022-04-25,World Malaria Day,United Nations observance
2022-04-25,Arbor Day,State Observance
2022-04-25,Confederate Memorial Day,State Holiday
2022-04-25,Confederate Memorial Day,State Holiday
2022-04-25,State Holiday,State Observance
2022-04-26,World Intellectual Property Day,United Nations observance
2022-04-26,International Chernobyl Disaster Remembrance Day,United Nations observance
2022-04-26,Confederate Memorial Day,State Legal Holiday
2022-04-27,Administrative Professionals Day,Observance
2022-04-28,Yom HaShoah,Jewish commemoration
2022-04-28,Lailat al-Qadr,Muslim
2022-04-28,International Girls in ICT Day,United Nations observance
2022-04-28,World Day for Safety and Health at Work,United Nations observance
2022-04-28,Take our Daughters and Sons to Work Day,Observance
2022-04-29,Arbor Day,State Holiday
2022-04-29,Arbor Day,State Observance
2022-04-30,International Jazz Day,United Nations observance
2022-05-01,International Family Equality Day,Worldwide observance
2022-05-01,Law Day,Observance
2022-05-01,Loyalty Day,Observance
2022-05-01,Lei Day,Local observance
2022-05-01,First Day of Military Appreciation Month,Annual Monthly Observance
2022-05-01,First Day of Asian Pacific American Heritage Month,Annual Monthly Observance
2022-05-01,First Day of Jewish American Heritage Month,Annual Monthly Observance
2022-05-02,Eid al-Fitr,Muslim
2022-05-02,World Tuna Day,United Nations observance
2022-05-03,World Press Freedom Day,United Nations observance
2022-05-03,National Teacher Appreciation Day,Observance
2022-05-04,Kent State Shootings Remembrance,Local observance
2022-05-04,Rhode Island Independence Day,Local observance
2022-05-05,Yom Ha'atzmaut,Jewish holiday
2022-05-05,World Portuguese Language Day,United Nations observance
2022-05-05,Cinco de Mayo,Observance
2022-05-05,National Day of Prayer,Observance
2022-05-05,West Virginia Day of Prayer,State Observance
2022-05-06,Kentucky Oaks,Sporting event
2022-05-06,National Nurses Day,Observance
2022-05-06,Military Spouse Appreciation Day,Observance
2022-05-06,Military Spouse Appreciation Day,State Observance
2022-05-07,Kentucky Derby,Sporting event
2022-05-07,National Explosive Ordnance Disposal (EOD) Day,Observance
2022-05-08,Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War,United Nations observance
2022-05-08,World Ovarian Cancer Day,Worldwide observance
2022-05-08,World Red Cross and Red Crescent Day,Worldwide observance
2022-05-08,Mother's Day,Observance
2022-05-08,Mother's Day,State Holiday
2022-05-08,Truman Day,State Holiday
2022-05-08,Victory in Europe Day,Observance
2022-05-09,Truman Day observed,State Holiday
2022-05-10,International Day of Argania,United Nations observance
2022-05-10,Confederate Memorial Day,State Holiday
2022-05-10,Confederate Memorial Day,Local observance
2022-05-10,Primary Election Day,State Holiday
2022-05-12,International Nurses Day,Worldwide observance
2022-05-13,Friday the 13th,Worldwide observance
2022-05-13,Native American Day,State Observance
2022-05-14,World Migratory Bird Day,United Nations observance
2022-05-15,International Day of Families,United Nations observance
2022-05-15,Peace Officers Memorial Day,Observance
2022-05-16,Day of Vesak,United Nations observance
2022-05-16,International Day of Living Together in Peace,United Nations observance
2022-05-16,International Day of Light,United Nations observance
2022-05-17,World Telecommunication and Information Society Day,United Nations observance
2022-05-19,Lag BaOmer,Jewish holiday
2022-05-20,World Bee Day,United Nations observance
2022-05-20,World Autoimmune / Autoinflammatory Arthritis Day,Worldwide observance
2022-05-20,National Defense Transportation Day,Observance
2022-05-21,World Day for Cultural Diversity for Dialogue and Development,United Nations observance
2022-05-21,International Tea Day,United Nations observance
2022-05-21,Public Lands Day,State Observance
2022-05-21,Armed Forces Day,Observance
2022-05-21,Preakness Stakes,Sporting event
2022-05-22,International Day for Biological Diversity,United Nations observance
2022-05-22,National Maritime Day,Observance
2022-05-22,Harvey Milk Day,Local observance
2022-05-23,International Day to End Obstetric Fistula,United Nations observance
2022-05-25,African Liberation Day,Worldwide observance
2022-05-25,Emergency Medical Services for Children Day,Observance
2022-05-25,National Missing Children's Day,Observance
2022-05-26,Ascension Day,Christian
2022-05-29,International Day of United Nations Peacekeepers,United Nations observance
2022-05-30,Memorial Day,Federal Holiday
2022-05-30,Decoration Day,State Holiday
2022-05-30,Jefferson Davis' Birthday,Local observance
2022-05-31,World No Tobacco Day,United Nations observance
2022-06-01,Global Day of Parents,United Nations observance
2022-06-01,First Day of Pride Month,Annual Monthly Observance
2022-06-01,First Day of Caribbean-American Heritage Month,Annual Monthly Observance
2022-06-01,Statehood Day,Local observance
2022-06-03,World Bicycle Day,United Nations observance
2022-06-03,Jefferson Davis' Birthday,Local observance
2022-06-04,International Day of Innocent Children Victims of Aggression,United Nations observance
2022-06-05,Pentecost,Christian
2022-06-05,Shavuot,Jewish holiday
2022-06-05,World Environment Day,United Nations observance
2022-06-05,"International Day for the Fight against Illegal, Unreported and Unregulated Fishing",United Nations observance
2022-06-05,Native American Day,State Holiday
2022-06-06,Whit Monday,Christian
2022-06-06,Day of the Russian Language,United Nations observance
2022-06-06,Jefferson Davis' Birthday,State Holiday
2022-06-06,D-Day,Observance
2022-06-07,World Food Safety Day,United Nations observance
2022-06-08,World Oceans Day,United Nations observance
2022-06-10,Kamehameha Day observed,State Holiday
2022-06-11,Kamehameha Day,State Holiday
2022-06-11,Belmont Stakes,Sporting event
2022-06-12,Trinity Sunday,Christian
2022-06-12,World Day Against Child Labour,United Nations observance
2022-06-12,Loving Day,Observance
2022-06-13,International Albinism Awareness Day,United Nations observance
2022-06-14,World Blood Donor Day,United Nations observance
2022-06-14,Army Birthday,Observance
2022-06-14,Flag Day,Observance
2022-06-15,World Elder Abuse Awareness Day,United Nations observance
2022-06-16,Corpus Christi,Christian
2022-06-16,International Day of Family Remittances,United Nations observance
2022-06-17,World Day to Combat Desertification and Drought,United Nations observance
2022-06-17,Bunker Hill Day,Local holiday
2022-06-17,Juneteenth,State Holiday
2022-06-17,Juneteenth Day,State Holiday
2022-06-17,Juneteenth (substitute),State Holiday
2022-06-18,Sustainable Gastronomy Day,United Nations observance
2022-06-18,Juneteenth Day,State Observance
2022-06-18,Juneteenth,State Observance
2022-06-19,International Day for the Elimination of Sexual Violence in Conflict,United Nations observance
2022-06-19,Father's Day,Observance
2022-06-19,Father's Day,State Holiday
2022-06-19,Juneteenth,Federal Holiday
2022-06-19,Juneteenth National Freedom Day,State Observance
2022-06-19,Juneteenth,State Holiday
2022-06-19,Juneteenth National Freedom Day,State Holiday
2022-06-19,Juneteenth Independence Day,Observance
2022-06-19,Juneteenth,State Observance
2022-06-19,Emancipation Day,State Holiday
2022-06-20,World Refugee Day,United Nations observance
2022-06-20,Juneteenth (substitute),Federal Holiday
2022-06-20,Juneteenth (substitute),State Holiday
2022-06-20,West Virginia Day,State Holiday
2022-06-20,American Eagle Day,Observance
